SampleNumber,Compound,Sample Text,Type,Std. Conc,RT,Area,IS Area,S/N,Response,Conc_micromolar,%Rec,Detection Flags,Threshold
3555,Tobramycin,Sample_1058,Analyte,NA,2.04,7.302,27546.477,2.621,0,0.1057,NA,bb,10
3556,Tobramycin,Sample_3571,Analyte,NA,2.2,1.186,106259.242,1.278,0,0.0279,NA,bb,10
3557,Tobramycin,Sample_3112,Analyte,NA,1.89,0.962,125506.648,0.934,0,0.0267,NA,bb,10
3558,Tobramycin,WaterBlank10,Blank,NA,NA,20,159.776,NA,NA,NA,NA,,10
3559,Tobramycin,QC1_10uMPOOL,Analyte,NA,1.98,10820.122,39.84,1657.243,271.589,218.7683,NA,bb,10
3560,Tobramycin,WaterBlank11,Blank,NA,NA,20,82.183,NA,NA,NA,NA,,10
3561,Tobramycin,WaterBlank12,Blank,NA,NA,20,44.363,NA,NA,NA,NA,,10
3562,Tobramycin,Sample_11155,Analyte,NA,NA,NA,38866.934,NA,NA,NA,NA,MM-,10
3563,Tobramycin,Sample_3334,Analyte,NA,NA,NA,53975.875,NA,NA,NA,NA,,10
3564,Tobramycin,Sample_3135,Analyte,NA,1.93,1.41,133656.125,0.917,0,0.0277,NA,bb,10
3565,Tobramycin,Sample_10334,Analyte,NA,2.18,0.773,37294.91,0.533,0,0.0313,NA,bb,10
3566,Tobramycin,Sample_6246,Analyte,NA,2,0.444,60996.668,0.371,0,0.0265,NA,bb,10
3567,Tobramycin,Sample_2136,Analyte,NA,1.87,0.126,48945.879,0.205,0,0.0248,NA,bb,10
3568,Tobramycin,Sample_8157,Analyte,NA,NA,NA,52875.77,NA,NA,NA,NA,,10
3569,Tobramycin,Sample_11138,Analyte,NA,NA,NA,46609.473,NA,NA,NA,NA,,10
3570,Tobramycin,Sample_8160,Analyte,NA,NA,NA,42042.543,NA,NA,NA,NA,,10
3571,Tobramycin,Sample_3137,Analyte,NA,NA,NA,60462.066,NA,NA,NA,NA,,10
3572,Tobramycin,WaterBlank14,Blank,NA,1.91,20,518.068,1.622,0.001,0.3316,NA,bb,10
3573,Tobramycin,WaterBlank15,Blank,NA,NA,20,140.98,NA,NA,NA,NA,,10
3574,Tobramycin,Sample_1363,Analyte,NA,2.24,4.801,21296.447,13.051,0,0.0948,NA,bb,10
3575,Tobramycin,Sample_4489,Analyte,NA,1.89,4.271,37417.59,2.817,0,0.062,NA,bb,10
3576,Tobramycin,Sample_6251,Analyte,NA,NA,NA,49997.758,NA,NA,NA,NA,,10
3577,Tobramycin,Sample_6042,Analyte,NA,2,3.543,59540.941,1.985,0,0.0445,NA,bb,10
3578,Tobramycin,Sample_1055,Analyte,NA,NA,NA,19114.42,NA,NA,NA,NA,MM-,10
3579,Tobramycin,Sample_1059,Analyte,NA,2.14,12.196,20288.83,3.049,0.001,0.1864,NA,bb,10
3580,Tobramycin,Sample_4495,Analyte,NA,NA,NA,36048.414,NA,NA,NA,NA,,10
3581,Tobramycin,Sample_9293,Analyte,NA,NA,NA,95556.391,NA,NA,NA,NA,,10
3582,Tobramycin,Sample_9296,Analyte,NA,NA,NA,43887.121,NA,NA,NA,NA,,10
3583,Tobramycin,Sample_10284,Analyte,NA,2.22,4.017,36703.402,1.772,0,0.0606,NA,bb,10
3584,Tobramycin,WaterBlank16,Blank,NA,NA,20,160.65,NA,NA,NA,NA,,10
3585,Tobramycin,WaterBlank17,Blank,NA,2.1,20,61.132,0.956,0.008,0.992,NA,bb,10
3586,Tobramycin,Sample_1360,Analyte,NA,2.08,0.049,33146.063,0.024,0,0.0245,NA,bb,10
3587,Tobramycin,Sample_6083,Analyte,NA,2.06,1.255,43269.895,1.096,0,0.0341,NA,bb,10
3588,Tobramycin,Sample_3305,Analyte,NA,NA,NA,56575.578,NA,NA,NA,NA,,10
3589,Tobramycin,Sample_10354,Analyte,NA,NA,NA,42401.309,NA,NA,NA,NA,,10
3590,Tobramycin,Sample_8181,Analyte,NA,2.02,1.641,40095.98,0.826,0,0.0382,NA,bb,10
3591,Tobramycin,Sample_5324,Analyte,NA,1.91,0.193,37171.34,0.09,0,0.0258,NA,bb,10
3592,Tobramycin,Sample_9269,Analyte,NA,NA,NA,68534.453,NA,NA,NA,NA,,10
3593,Tobramycin,Sample_6081,Analyte,NA,NA,NA,109107.469,NA,NA,NA,NA,,10
3594,Tobramycin,Sample_7155,Analyte,NA,2.14,1.206,30640.73,0.736,0,0.0377,NA,bb,10
3595,Tobramycin,Sample_3335,Analyte,NA,NA,NA,93233.406,NA,NA,NA,NA,,10
3596,Tobramycin,WaterBlank18,Blank,NA,1.93,20,89.958,2.51,0.015,1.4098,NA,bb,10
3597,Tobramycin,WaterBlank19,Blank,NA,NA,20,72.574,NA,NA,NA,NA,,10
3598,Tobramycin,Sample_11141,Analyte,NA,2.24,7.276,19090.936,3.558,0,0.1356,NA,bb,10
3599,Tobramycin,Sample_9291,Analyte,NA,NA,NA,74458.102,NA,NA,NA,NA,,10
3600,Tobramycin,Sample_1359,Analyte,NA,1.91,1.186,19844.846,0.299,0,0.0446,NA,bb,10
3601,Tobramycin,Sample_7139,Analyte,NA,1.87,5.042,32302.51,1.201,0,0.0748,NA,bb,10
3602,Tobramycin,Sample_4516,Analyte,NA,1.87,1550.975,25595.715,71.408,0.061,3.0587,NA,bb,10
3603,Tobramycin,Sample_6084,Analyte,NA,1.95,0.364,86218.25,0.561,0,0.0254,NA,bb,10
3604,Tobramycin,Sample_3550,Analyte,NA,NA,NA,81993.383,NA,NA,NA,NA,,10
3605,Tobramycin,Sample_4493,Analyte,NA,NA,NA,23425.256,NA,NA,NA,NA,,10
3606,Tobramycin,Sample_6041,Analyte,NA,NA,NA,43401.754,NA,NA,NA,NA,,10
3607,Tobramycin,Sample_11159,Analyte,NA,NA,NA,23983.383,NA,NA,NA,NA,,10
3608,Tobramycin,WaterBlank20,Blank,NA,NA,20,11.907,NA,NA,NA,NA,,10
3609,Tobramycin,WaterBlank21,Blank,NA,1.91,20,55.121,1.841,0.012,1.28,NA,bb,10
3610,Tobramycin,Sample_10332,Analyte,NA,NA,NA,26000.984,NA,NA,NA,NA,,10
3611,Tobramycin,Sample_11136,Analyte,NA,NA,NA,22803.168,NA,NA,NA,NA,,10
3612,Tobramycin,Sample_1361,Analyte,NA,NA,NA,14572.088,NA,NA,NA,NA,,10
3613,Tobramycin,Sample_2135,Analyte,NA,NA,NA,95985.148,NA,NA,NA,NA,,10
3614,Tobramycin,Sample_5305,Analyte,NA,NA,NA,28319.887,NA,NA,NA,NA,,10
3615,Tobramycin,WaterBlank22,Blank,NA,1.91,20,196.049,0.69,0.001,0.3478,NA,bb,10
3616,Tobramycin,QC2_10uMPOOL,Analyte,NA,1.89,9915.483,37.166,544.506,266.789,216.8243,NA,bb,10
3617,Tobramycin,WaterBlank23,Blank,NA,NA,20,NA,NA,NA,NA,NA,,10
3618,Tobramycin,WaterBlank24,Blank,NA,NA,20,17.431,NA,NA,NA,NA,,10
3619,Tobramycin,WaterBlank25,Blank,NA,2.2,20,12.679,0.467,0.022,1.7858,NA,bb,10
3620,Tobramycin,Sample_2159,Analyte,NA,NA,NA,38302.035,NA,NA,NA,NA,,10
3621,Tobramycin,Sample_4491,Analyte,NA,1.89,1.027,19074.754,0.075,0,0.0426,NA,bb,10
3622,Tobramycin,Sample_3574,Analyte,NA,2.06,1.989,58461.988,0.684,0,0.0359,NA,bb,10
3623,Tobramycin,Sample_1158,Analyte,NA,2.14,8.503,27956.119,2.467,0,0.116,NA,bb,10
3624,Tobramycin,Sample_3333,Analyte,NA,2.1,0.238,55327.539,0.097,0,0.0255,NA,bb,10
3625,Tobramycin,Sample_8180,Analyte,NA,NA,NA,22181.33,NA,NA,NA,NA,,10
3626,Tobramycin,Sample_10357,Analyte,NA,NA,NA,41006.992,NA,NA,NA,NA,,10
3627,Tobramycin,Sample_11140,Analyte,NA,NA,NA,46579.809,NA,NA,NA,NA,,10
3628,Tobramycin,Sample_11134,Analyte,NA,NA,NA,27429.299,NA,NA,NA,NA,,10
3629,Tobramycin,Sample_5304,Analyte,NA,NA,NA,73113.711,NA,NA,NA,NA,,10
3630,Tobramycin,WaterBlank26,Blank,NA,1.98,20,76.619,1.432,0.008,0.9575,NA,bb,10
3631,Tobramycin,WaterBlank27,Blank,NA,NA,20,NA,NA,NA,NA,NA,,10
3632,Tobramycin,Sample_8185,Analyte,NA,NA,NA,24842.893,NA,NA,NA,NA,MM-,10
3633,Tobramycin,Sample_11158,Analyte,NA,NA,NA,26110.451,NA,NA,NA,NA,,10
3634,Tobramycin,Sample_10288,Analyte,NA,2.22,9.695,16664.934,3.834,0.001,0.1822,NA,bb,10
3635,Tobramycin,Sample_1034,Analyte,NA,NA,NA,24064.23,NA,NA,NA,NA,,10
3636,Tobramycin,Sample_6284,Analyte,NA,NA,NA,80696.258,NA,NA,NA,NA,,10
3637,Tobramycin,Sample_2139,Analyte,NA,NA,NA,35234.344,NA,NA,NA,NA,,10
3638,Tobramycin,Sample_1159,Analyte,NA,2.12,8.055,18322.385,2.279,0,0.1498,NA,bb,10
3639,Tobramycin,Sample_3336,Analyte,NA,2.12,0.095,82725.734,0.02,0,0.0243,NA,bb,10
3640,Tobramycin,Sample_1160,Analyte,NA,NA,NA,109.199,NA,NA,NA,NA,,10
3641,Tobramycin,Sample_1362,Analyte,NA,1.93,0.815,NA,1.966,NA,NA,NA,bb,10
3642,Tobramycin,WaterBlank28,Blank,NA,2.24,20,31.041,0.294,0.003,0.5644,NA,bb,10
3643,Tobramycin,WaterBlank29,Blank,NA,1.95,20,53.814,2.049,0.011,1.1715,NA,bb,10
3644,Tobramycin,Sample_5330,Analyte,NA,NA,NA,37730.41,NA,NA,NA,NA,,10
3645,Tobramycin,Sample_8186,Analyte,NA,NA,NA,20312.977,NA,NA,NA,NA,,10
3646,Tobramycin,Sample_3572,Analyte,NA,2.04,1.225,44631.547,2.429,0,0.0336,NA,bb,10
3647,Tobramycin,Sample_10283,Analyte,NA,2,2.499,21985.393,0.131,0,0.0619,NA,bb,10
3648,Tobramycin,Sample_5331,Analyte,NA,NA,NA,52630.934,NA,NA,NA,NA,,10
3649,Tobramycin,Sample_1038,Analyte,NA,NA,NA,36097.316,NA,NA,NA,NA,,10
3650,Tobramycin,Sample_4496,Analyte,NA,NA,NA,21698.15,NA,NA,NA,NA,,10
3651,Tobramycin,Sample_3551,Analyte,NA,NA,NA,82308.773,NA,NA,NA,NA,,10
3652,Tobramycin,Sample_10356,Analyte,NA,NA,NA,16826.762,NA,NA,NA,NA,,10
3653,Tobramycin,Sample_3549,Analyte,NA,NA,NA,69537.031,NA,NA,NA,NA,,10
3654,Tobramycin,WaterBlank30,Blank,NA,2.04,20,NA,2.191,NA,NA,NA,bb,10
3655,Tobramycin,WaterBlank31,Blank,NA,2.12,20,73.677,1.895,0.02,1.6778,NA,bb,10
3656,Tobramycin,Sample_9267,Analyte,NA,NA,NA,40641.684,NA,NA,NA,NA,,10
3657,Tobramycin,Sample_6282,Analyte,NA,NA,NA,62037.93,NA,NA,NA,NA,,10
3658,Tobramycin,Sample_1161,Analyte,NA,2.2,0.689,17137.713,0.881,0,0.038,NA,bb,10
3659,Tobramycin,Sample_4490,Analyte,NA,NA,NA,29469.74,NA,NA,NA,NA,,10
3660,Tobramycin,Sample_1054,Analyte,NA,NA,NA,15377.688,NA,NA,NA,NA,MM-,10
3661,Tobramycin,Sample_11162,Analyte,NA,NA,NA,21342.223,NA,NA,NA,NA,,10
3662,Tobramycin,Sample_3113,Analyte,NA,NA,NA,28903.6,NA,NA,NA,NA,,10
3663,Tobramycin,Sample_2155,Analyte,NA,NA,NA,22093.213,NA,NA,NA,NA,,10
3664,Tobramycin,Sample_6043,Analyte,NA,NA,NA,57825.824,NA,NA,NA,NA,,10
3665,Tobramycin,Sample_1140,Analyte,NA,1.93,7.771,20576.936,2.115,0,0.1347,NA,bb,10
3666,Tobramycin,WaterBlank32,Blank,NA,NA,20,55.412,NA,NA,NA,NA,,10
3667,Tobramycin,WaterBlank33,Blank,NA,2.08,20,NA,2.275,NA,NA,NA,bb,10
3668,Tobramycin,Sample_3136,Analyte,NA,2.08,1.072,31150.615,2.709,0,0.036,NA,bb,10
3669,Tobramycin,Sample_3570,Analyte,NA,2.08,0.208,35493.852,0.55,0,0.026,NA,bb,10
3670,Tobramycin,Sample_5325,Analyte,NA,NA,NA,15389.06,NA,NA,NA,NA,,10
3671,Tobramycin,Sample_8162,Analyte,NA,2.12,1.427,28536.197,0.429,0,0.0413,NA,bb,10
3672,Tobramycin,WaterBlank34,Blank,NA,1.87,20,94.686,0.772,0.003,0.5477,NA,bb,10
3673,Tobramycin,QC3_10uMPOOL,Analyte,NA,NA,NA,NA,NA,NA,NA,NA,,10
3674,Tobramycin,WaterBlank35,Blank,NA,NA,20,10.68,NA,NA,NA,NA,,10
3675,Tobramycin,WaterBlank36,Blank,NA,2.16,20,10.96,2.314,0.113,4.2602,NA,bb,10
3676,Tobramycin,Sample_2140,Analyte,NA,2.06,0.665,25845.703,1.358,0,0.033,NA,bb,10
3677,Tobramycin,Sample_8187,Analyte,NA,2.22,0.195,14056.108,0.461,0,0.0289,NA,bb,10
3678,Tobramycin,Sample_6250,Analyte,NA,2.24,0.073,23199.529,0.515,0,0.0251,NA,bb,10
3679,Tobramycin,Sample_9294,Analyte,NA,NA,NA,29615.811,NA,NA,NA,NA,,10
3680,Tobramycin,Sample_4515,Analyte,NA,NA,NA,16923.809,NA,NA,NA,NA,,10
3681,Tobramycin,Sample_2138,Analyte,NA,1.93,6.323,28666.744,8.545,0,0.0934,NA,MM,10
3682,Tobramycin,Sample_10355,Analyte,NA,NA,NA,19110.221,NA,NA,NA,NA,,10
3683,Tobramycin,Sample_6285,Analyte,NA,NA,NA,22101.307,NA,NA,NA,NA,,10
3684,Tobramycin,Sample_4494,Analyte,NA,NA,NA,14697.289,NA,NA,NA,NA,,10
3685,Tobramycin,Sample_3332,Analyte,NA,NA,NA,36103.133,NA,NA,NA,NA,,10
3686,Tobramycin,WaterBlank37,Blank,NA,NA,20,60.023,NA,NA,NA,NA,,10
3687,Tobramycin,WaterBlank38,Blank,NA,NA,20,31.94,NA,NA,NA,NA,,10
3688,Tobramycin,Sample_3138,Analyte,NA,NA,NA,43840.012,NA,NA,NA,NA,,10
3689,Tobramycin,Sample_6247,Analyte,NA,NA,NA,18504.961,NA,NA,NA,NA,,10
3690,Tobramycin,Sample_7159,Analyte,NA,1.87,3.217,12266.36,1.011,0,0.1049,NA,bb,10
3691,Tobramycin,Sample_10286,Analyte,NA,NA,NA,14825.206,NA,NA,NA,NA,,10
3692,Tobramycin,Sample_2156,Analyte,NA,NA,NA,12015.424,NA,NA,NA,NA,,10
3693,Tobramycin,Sample_4513,Analyte,NA,NA,NA,19241.279,NA,NA,NA,NA,,10
3694,Tobramycin,Sample_6040,Analyte,NA,2,1.078,18703.441,0.168,0,0.0438,NA,bb,10
3695,Tobramycin,Sample_8182,Analyte,NA,2.02,0.204,8961.552,0.196,0,0.032,NA,bb,10
3696,Tobramycin,Sample_6038,Analyte,NA,2.14,1.333,12247.778,1.522,0,0.0604,NA,bb,10
3697,Tobramycin,Sample_1310,Analyte,NA,2.08,0.023,10151.489,0.255,0,0.0247,NA,bb,10
3698,Tobramycin,WaterBlank39,Blank,NA,NA,20,6.878,NA,NA,NA,NA,,10
3699,Tobramycin,WaterBlank40,Blank,NA,NA,20,3.883,NA,NA,NA,NA,,10
3700,Tobramycin,Sample_2158,Analyte,NA,1.98,0.131,13647.17,0.553,0,0.0274,NA,bb,10
3701,Tobramycin,Sample_7141,Analyte,NA,1.98,0.575,6269.53,0.587,0,0.055,NA,bb,10
3702,Tobramycin,Sample_5303,Analyte,NA,NA,NA,10721.477,NA,NA,NA,NA,,10
3703,Tobramycin,Sample_3575,Analyte,NA,NA,NA,13921.691,NA,NA,NA,NA,,10
3704,Tobramycin,Sample_3111,Analyte,NA,NA,NA,13549.191,NA,NA,NA,NA,,10
3705,Tobramycin,Sample_9292,Analyte,NA,1.98,1.037,11329.024,3.275,0,0.0549,NA,bb,10
3706,Tobramycin,Sample_6286,Analyte,NA,2.24,0.099,10904.641,0.597,0,0.0272,NA,bb,10
3707,Tobramycin,Sample_8158,Analyte,NA,NA,NA,13490.688,NA,NA,NA,NA,,10
3708,Tobramycin,Sample_1137,Analyte,NA,NA,NA,8481.03,NA,NA,NA,NA,,10
3709,Tobramycin,Sample_5327,Analyte,NA,1.95,1.15,10719.852,1.577,0,0.0599,NA,bb,10
3710,Tobramycin,WaterBlank41,Blank,NA,2.12,20,33.707,0.54,0.001,0.2825,NA,bb,10
3711,Tobramycin,WaterBlank42,Blank,NA,2.24,20,NA,2.71,NA,NA,NA,bb,10
3712,Tobramycin,Sample_6287,Analyte,NA,NA,NA,21657.477,NA,NA,NA,NA,,10
3713,Tobramycin,Sample_10287,Analyte,NA,NA,NA,17850.375,NA,NA,NA,NA,,10
3714,Tobramycin,Sample_1138,Analyte,NA,1.98,0.041,7812.412,0.129,0,0.0258,NA,bb,10
3715,Tobramycin,Sample_11137,Analyte,NA,NA,NA,10676.276,NA,NA,NA,NA,,10
3716,Tobramycin,Sample_1141,Analyte,NA,2.04,1.802,10596.575,1.246,0,0.0789,NA,bb,10
3717,Tobramycin,Sample_5307,Analyte,NA,NA,NA,20167.387,NA,NA,NA,NA,,10
3718,Tobramycin,Sample_8161,Analyte,NA,NA,NA,21482.715,NA,NA,NA,NA,,10
3719,Tobramycin,Sample_6249,Analyte,NA,NA,NA,20333.33,NA,NA,NA,NA,,10
3720,Tobramycin,Sample_9295,Analyte,NA,NA,NA,22498.555,NA,NA,NA,NA,,10
3721,Tobramycin,Sample_3547,Analyte,NA,NA,NA,21432.041,NA,NA,NA,NA,,10
3722,Tobramycin,WaterBlank43,Blank,NA,NA,20,122.453,NA,NA,NA,NA,,10
3723,Tobramycin,WaterBlank44,Blank,NA,NA,20,10.754,NA,NA,NA,NA,,10
3724,Tobramycin,Sample_6085,Analyte,NA,NA,NA,18960.334,NA,NA,NA,NA,,10
3725,Tobramycin,Sample_10309,Analyte,NA,2.08,3.09,16439.961,0.451,0,0.0841,NA,bb,10
3726,Tobramycin,Sample_2154,Analyte,NA,NA,NA,12633.953,NA,NA,NA,NA,,10
3727,Tobramycin,Sample_4492,Analyte,NA,2.06,5.875,NA,0.986,NA,NA,NA,bb,10
3728,Tobramycin,Sample_1036,Analyte,NA,2.12,0.889,11590.142,0.205,0,0.0501,NA,bb,10
3729,Trimethoprim,WaterBlank1,Blank,NA,NA,20,NA,NA,NA,NA,NA,,10
3730,Trimethoprim,WaterBlank2,Blank,NA,2.87,20,1.131,2.158,1.665,3.8899,NA,bb,148
3731,Trimethoprim,Sample_9270,Analyte,NA,NA,NA,29266.48,NA,NA,NA,NA,,148
3732,Trimethoprim,WaterBlank1a,Blank,NA,NA,20,425.843,NA,NA,NA,NA,,148
3733,Trimethoprim,WaterBlank2a,Blank,NA,2.81,20,123.805,1.342,0.004,0.0465,NA,bb,148
3734,Trimethoprim,Water_ABS_0,Standard,0,2.81,0.11,204892.938,0.902,0,0,NA,bbI,148
3735,Trimethoprim,Water_ABS_140,Standard,0.014,2.89,473.465,206415.984,1144.405,0.002,0,0,bbI,148
3736,Trimethoprim,Water_ABS_410,Standard,0.041,2.87,1489.017,210472.047,1174.266,0.007,0.1487,362.7,bb,148
3737,Trimethoprim,Water_ABS_1230,Standard,0.123,2.87,4682.916,227687.344,3479.586,0.021,0.362,294.3,bb,148
3738,Trimethoprim,Water_ABS_3700,Standard,0.37,2.87,11304.649,239528.156,3257.616,0.047,0.6,162.2,bb,148
3739,Trimethoprim,Water_ABS_1000,Standard,1.1,2.87,28750.207,90629.641,6176.9,0.317,1.669,151.7,bb,148
3740,Trimethoprim,Water_ABS_3000,Standard,3.3,2.87,57068.023,62678.156,2591.078,0.91,2.8642,86.8,bb,148
3741,Trimethoprim,Water_ABS_10000,Standard,10,2.87,301510.781,27586.045,10127.372,10.93,10.0352,100.4,bb,148
3742,Trimethoprim,WaterBlank1b,Blank,NA,2.83,64.872,NA,4.261,NA,NA,NA,bb,148
3743,Trimethoprim,WaterBlank2b,Blank,NA,NA,20,191.768,NA,NA,NA,NA,,148
3744,Trimethoprim,WaterBlank3b,Blank,NA,2.85,148.871,149.732,124.172,0.994,2.9952,NA,bb,148
3745,Trimethoprim,Minus80aliquot,Analyte,NA,2.87,252741.453,31.327,2876.448,8067.847,273.6945,NA,bb,148
3746,Trimethoprim,WaterBlank1A,Blank,NA,2.89,816.095,174.053,8.824,4.689,6.5582,NA,bb,148
3747,Trimethoprim,WaterBlank2A,Blank,NA,2.89,465.677,73.542,146.033,6.332,7.6283,NA,bb,148
3748,Trimethoprim,WaterBlank3A,Blank,NA,NA,20,68.098,NA,NA,NA,NA,,148
3749,Trimethoprim,Sample_11139,Analyte,NA,NA,NA,11411.595,NA,NA,NA,NA,,148
3750,Trimethoprim,Sample_3307,Analyte,NA,2.87,9.554,25854.27,5.357,0,0,NA,MMI,148
3751,Trimethoprim,Sample_4517,Analyte,NA,NA,NA,13785.994,NA,NA,NA,NA,MM-I,148
3752,Trimethoprim,Sample_3573,Analyte,NA,NA,NA,24188.506,NA,NA,NA,NA,MM-I,148
3753,Trimethoprim,Sample_1163,Analyte,NA,2.85,3.488,6670.938,2.61,0.001,0,NA,bbI,148
3754,Trimethoprim,Sample_3331,Analyte,NA,2.85,0.33,45836.891,0.32,0,0,NA,bbI,148
3755,Trimethoprim,Sample_6039,Analyte,NA,NA,NA,22205.172,NA,NA,NA,NA,,148
3756,Trimethoprim,Sample_3548,Analyte,NA,3.01,0.392,69920.133,0.94,0,0,NA,bbI,148
3757,Trimethoprim,Sample_3552,Analyte,NA,2.87,0.184,75430.938,0.886,0,0,NA,bbI,148
3758,Trimethoprim,Sample_10359,Analyte,NA,2.81,1.153,64806.246,1.432,0,0,NA,bbI,148
3759,Trimethoprim,WaterBlank4,Blank,NA,NA,20,147.531,NA,NA,NA,NA,,148
3760,Trimethoprim,WaterBlank5,Blank,NA,NA,20,156.813,NA,NA,NA,NA,MM-I,148
3761,Trimethoprim,Sample_10285,Analyte,NA,NA,NA,18907.098,NA,NA,NA,NA,,148
3762,Trimethoprim,Sample_1033,Analyte,NA,NA,NA,NA,NA,NA,NA,NA,MM-,148
3763,Trimethoprim,Sample_1142,Analyte,NA,NA,NA,13526.746,NA,NA,NA,NA,,148
3764,Trimethoprim,Sample_6080,Analyte,NA,NA,NA,25267.537,NA,NA,NA,NA,,148
3765,Trimethoprim,Sample_1162,Analyte,NA,NA,NA,16340.2,NA,NA,NA,NA,,148
3766,Trimethoprim,Sample_2157,Analyte,NA,NA,NA,32103.775,NA,NA,NA,NA,,148
3767,Trimethoprim,Sample_1035,Analyte,NA,NA,NA,32588.418,NA,NA,NA,NA,,148
3768,Trimethoprim,Sample_3306,Analyte,NA,2.99,0.467,39020.004,0.544,0,0,NA,bbI,148
3769,Trimethoprim,Sample_5329,Analyte,NA,2.81,239397.078,22160.92,12905.499,10.803,9.9765,NA,bb,148
3770,Trimethoprim,Sample_6283,Analyte,NA,2.81,115.699,51937.453,24.745,0.002,0,NA,MMI,148
3771,Trimethoprim,WaterBlank6,Blank,NA,2.83,56.762,248.854,13.929,0.228,1.4064,NA,bb,148
3772,Trimethoprim,WaterBlank7,Blank,NA,2.83,175.484,197.155,395.841,0.89,2.8314,NA,bb,148
3773,Trimethoprim,Sample_4512,Analyte,NA,NA,NA,50962.113,NA,NA,NA,NA,MM-I,148
3774,Trimethoprim,Sample_6248,Analyte,NA,2.85,0.424,56290.375,0.244,0,0,NA,bbI,148
3775,Trimethoprim,Sample_4510,Analyte,NA,2.87,4.195,70865.492,1.217,0,0,NA,bbI,148
3776,Trimethoprim,Sample_6082,Analyte,NA,NA,NA,80256.336,NA,NA,NA,NA,,148
3777,Trimethoprim,Sample_1056,Analyte,NA,2.71,0.228,51066.941,0.36,0,0,NA,bbI,148
3778,Trimethoprim,Sample_10358,Analyte,NA,2.81,0.053,22582.023,0.141,0,0,NA,bbI,148
3779,Trimethoprim,Sample_10333,Analyte,NA,2.95,0.668,35908.773,1.891,0,0,NA,bbI,148
3780,Trimethoprim,Sample_2137,Analyte,NA,NA,NA,68097.977,NA,NA,NA,NA,,148
3781,Trimethoprim,Sample_3110,Analyte,NA,NA,NA,100895.078,NA,NA,NA,NA,,148
3782,Trimethoprim,Sample_8159,Analyte,NA,2.83,4.792,46000.02,8.909,0,0,NA,MMI,148
3783,Trimethoprim,WaterBlank8,Blank,NA,2.85,20,285.384,0.524,0,0,NA,bbI,148
3784,Trimethoprim,WaterBlank9,Blank,NA,2.81,20,265.021,16.962,0.022,0.3776,NA,bb,148
3785,Trimethoprim,Sample_5308,Analyte,NA,NA,NA,48629.883,NA,NA,NA,NA,,148
3786,Trimethoprim,Sample_5306,Analyte,NA,2.89,0.139,42392.855,0.231,0,0,NA,bbI,148
3787,Trimethoprim,Sample_7138,Analyte,NA,2.71,33.569,62184.438,70.74,0.001,0,NA,bbI,148
3788,Trimethoprim,Sample_1058,Analyte,NA,2.81,1.331,27546.477,1.107,0,0,NA,bbI,148
3789,Trimethoprim,Sample_3571,Analyte,NA,2.95,0.391,106259.242,1.122,0,0,NA,bbI,148
3790,Trimethoprim,Sample_3112,Analyte,NA,NA,NA,125506.648,NA,NA,NA,NA,MM-I,148
3791,Trimethoprim,WaterBlank10,Blank,NA,2.79,20,159.776,1.14,0.004,0.0062,NA,bb,148
3792,Trimethoprim,QC1_10uMPOOL,Analyte,NA,2.81,551082.063,39.84,10435.731,13832.381,358.3853,NA,bb,148
3793,Trimethoprim,WaterBlank11,Blank,NA,2.81,46.842,82.183,5.294,0.57,2.2556,NA,bb,148
3794,Trimethoprim,WaterBlank12,Blank,NA,2.85,20,44.363,17.114,0.36,1.7819,NA,bb,148
3795,Trimethoprim,Sample_11155,Analyte,NA,NA,NA,38866.934,NA,NA,NA,NA,,148
3796,Trimethoprim,Sample_3334,Analyte,NA,2.81,1.242,53975.875,2.217,0,0,NA,bbI,148
3797,Trimethoprim,Sample_3135,Analyte,NA,NA,NA,133656.125,NA,NA,NA,NA,MM-I,148
3798,Trimethoprim,Sample_10334,Analyte,NA,NA,NA,37294.91,NA,NA,NA,NA,,148
3799,Trimethoprim,Sample_6246,Analyte,NA,2.73,1.109,60996.668,2.502,0,0,NA,bbI,148
3800,Trimethoprim,Sample_2136,Analyte,NA,NA,NA,48945.879,NA,NA,NA,NA,,148
3801,Trimethoprim,Sample_8157,Analyte,NA,2.79,8.122,52875.77,14.154,0,0,NA,MMI,148
3802,Trimethoprim,Sample_11138,Analyte,NA,2.91,1.149,46609.473,1.926,0,0,NA,bbI,148
3803,Trimethoprim,Sample_8160,Analyte,NA,2.91,2.258,42042.543,0.477,0,0,NA,bbI,148
3804,Trimethoprim,Sample_3137,Analyte,NA,NA,NA,60462.066,NA,NA,NA,NA,,148
3805,Trimethoprim,WaterBlank14,Blank,NA,2.77,20,518.068,2.371,0.005,0.0879,NA,bb,148
3806,Trimethoprim,WaterBlank15,Blank,NA,NA,20,140.98,NA,NA,NA,NA,,148
3807,Trimethoprim,Sample_1363,Analyte,NA,NA,NA,21296.447,NA,NA,NA,NA,,148
3808,Trimethoprim,Sample_4489,Analyte,NA,NA,NA,37417.59,NA,NA,NA,NA,,148
3809,Trimethoprim,Sample_6251,Analyte,NA,NA,NA,49997.758,NA,NA,NA,NA,,148
3810,Trimethoprim,Sample_6042,Analyte,NA,2.93,3.066,59540.941,3.799,0,0,NA,bbI,148
3811,Trimethoprim,Sample_1055,Analyte,NA,NA,NA,19114.42,NA,NA,NA,NA,,148
