Compound,#,Sample Text,Type,Std. Conc,RT,Area,IS Area,S/N,Response,Conc.,%Rec,Detection Flags,ExperimentDate,Analysis Date
Azithromycin,30,WaterBlank12,Blank,,3.32,0.135,,0.285,,,,bb,22719,41219
Azithromycin,31,PooledMucus_solventC_0,Analyte,,3.26,0.102,52798.707,0.893,0,0.0173,,bb,22719,41219
Azithromycin,32,PooledMucus_solventC_14,Analyte,,3.34,32.572,61136.465,119.485,0.001,0.0258,,bb,22719,41219
Azithromycin,33,PooledMucus_solventC_123,Analyte,,3.38,84.96,56352.906,175.579,0.002,0.0414,,bb,22719,41219
Azithromycin,34,PooledMucus_solventC_3300,Analyte,,3.38,1814.146,58661.398,409.696,0.031,0.5075,,bb,22719,41219
Azithromycin,35,PooledMucus_solventC_10000,Analyte,,3.38,5358.11,47834.305,846.207,0.112,1.756,,bb,22719,41219
Azithromycin,36,WaterBlank13,Blank,,3.3,0.473,104.79,1.204,0.005,0.0894,,bb,22719,41219
Azithromycin,37,AcnBlank14,Blank,,,,182.228,,,,,,22719,41219
Azithromycin,38,WaterBlank15,Blank,,,,15.456,,,,,,22719,41219
Azithromycin,39,Minus80Aliquot,Analyte,,3.38,70424.664,14.259,1603.611,4938.962,2114.4581,,bb,22719,41219
Azithromycin,40,WaterBlank16,Blank,,3.34,89.213,,25.478,,,,bb,22719,41219
Azithromycin,41,AcnBlank17,Blank,,3.36,11.139,54.09,25.096,0.206,3.1416,,bb,22719,41219
Azithromycin,42,WaterBlank8,Blank,,3.38,13.522,5.308,40.928,2.547,27.6335,,bb,22719,41219
Aztreonam,1,WaterBlank1,Blank,,3.01,1.402,1.814,2.315,0.773,16.4371,,bb,22719,41219
Aztreonam,2,AcnBlank2,Blank,,3.2,1.21,,2.113,,,,bb,22719,41219
Aztreonam,3,WaterBlank3,Blank,,3.12,0.343,,1.222,,,,bb,22719,41219
Aztreonam,4,Water_ABS_0,Standard,0,,,80033.453,,,,,,22719,41219
Aztreonam,5,Water_ABS_140,Standard,0.014,3.1,10.038,93789.563,33.026,0,0,0,bbI,22719,41219
Aztreonam,6,Water_ABS_410,Standard,0.041,3.08,48.834,100555.258,116.524,0,0.0265,64.6,bb,22719,41219
Aztreonam,7,Water_ABS_1230,Standard,0.123,3.1,402.68,83730.828,953.937,0.005,0.3275,266.2,bb,22719,41219
Aztreonam,8,Water_ABS_3700,Standard,0.37,3.08,366.409,125626.602,973.006,0.003,0.1988,53.7,bb,22719,41219
Aztreonam,9,Water_ABS_1000,Standard,1.1,3.08,2408.475,109531.508,3649.937,0.022,1.3366,121.5,bb,22719,41219
Aztreonam,10,Water_ABS_3000,Standard,3.3,3.08,4196.738,68489,12417.677,0.061,3.0749,93.2,bb,22719,41219
Aztreonam,11,Water_ABS_10000,Standard,10,3.08,21556.547,63191.914,38824.477,0.341,10.0285,100.3,bb,22719,41219
Aztreonam,12,WaterBlank4,Blank,,3.08,53.084,295.494,28.221,0.18,6.6255,,bb,22719,41219
Aztreonam,13,AcnBlank5,Blank,,2.93,0.347,200.195,0.84,0.002,0.116,,bb,22719,41219
Aztreonam,14,WaterBlank6,Blank,,,,17.52,,,,,,22719,41219
Aztreonam,15,PooledMucus_solventA_0,Analyte,,,,57147.258,,,,,,22719,41219
Aztreonam,16,PooledMucus_solventA_14,Analyte,,,,51809.441,,,,,,22719,41219
Aztreonam,17,PooledMucus_solventA_123,Analyte,,3.1,20.386,45912.137,58.929,0,0.0234,,bb,22719,41219
Aztreonam,18,PooledMucus_solventA_3300,Analyte,,3.1,1143.547,35939.434,1979.058,0.032,1.8265,,bb,22719,41219
Aztreonam,19,PooledMucus_solventA_10000,Analyte,,3.1,3605.719,36313.945,1052.381,0.099,4.3945,,bb,22719,41219
Aztreonam,20,WaterBlank7,Blank,,3.04,0.385,318.79,0.997,0.001,0.0786,,bb,22719,41219
Aztreonam,21,AcnBlank8,Blank,,3.06,0.803,141.992,1.42,0.006,0.3835,,bb,22719,41219
Aztreonam,22,Waterblank9,Blank,,3.22,0.224,16.554,0.931,0.014,0.87,,bb,22719,41219
Aztreonam,23,PooledMucus_solventB_0,Analyte,,3.06,0.628,67273.039,2.151,0,0,,bbI,22719,41219
Aztreonam,24,PooledMucus_solventB_14,Analyte,,3.06,3.472,72552.203,7.021,0,0,,bbI,22719,41219
Aztreonam,25,PooledMucus_solventB_123,Analyte,,3.08,16.957,57693.641,19.412,0,0.0125,,bb,22719,41219
Aztreonam,26,PooledMucus_solventB_3300,Analyte,,3.1,1586.543,61397.359,4919.272,0.026,1.5344,,bb,22719,41219
Aztreonam,27,PooledMucus_solventB_10000,Analyte,,3.12,5125.071,37042.84,2106.983,0.138,5.5492,,bb,22719,41219
Aztreonam,28,Waterblank10,Blank,,3.1,9.356,111.886,16.561,0.084,3.8797,,bb,22719,41219
Aztreonam,29,AcnBlank11,Blank,,3.06,0.359,53.65,2.228,0.007,0.4511,,bb,22719,41219
Aztreonam,30,WaterBlank12,Blank,,,,,,,,,,22719,41219
Aztreonam,31,PooledMucus_solventC_0,Analyte,,,,52798.707,,,,,,22719,41219
Aztreonam,32,PooledMucus_solventC_14,Analyte,,3.2,1.368,61136.465,4.793,0,0,,bbI,22719,41219
Aztreonam,33,PooledMucus_solventC_123,Analyte,,3.1,59.39,56352.906,157.639,0.001,0.0675,,bb,22719,41219
Aztreonam,34,PooledMucus_solventC_3300,Analyte,,3.08,1390.81,58661.398,328.424,0.024,1.426,,bb,22719,41219
Aztreonam,35,PooledMucus_solventC_10000,Analyte,,3.08,4305.465,47834.305,572.694,0.09,4.0938,,bb,22719,41219
Aztreonam,36,WaterBlank13,Blank,,3.08,5.745,104.79,21.553,0.055,2.823,,bb,22719,41219
Aztreonam,37,AcnBlank14,Blank,,,,182.228,,,,,,22719,41219
Aztreonam,38,WaterBlank15,Blank,,,,15.456,,,,,,22719,41219
Aztreonam,39,Minus80Aliquot,Analyte,,3.12,9670.359,14.259,1677.934,678.193,574.6536,,bb,22719,41219
Aztreonam,40,WaterBlank16,Blank,,3.08,22.364,,63.347,,,,bb,22719,41219
Aztreonam,41,AcnBlank17,Blank,,2.93,0.403,54.09,1.247,0.007,0.4998,,bb,22719,41219
Aztreonam,42,WaterBlank8,Blank,,3.2,0.269,5.308,0.709,0.051,2.6557,,bb,22719,41219
Cefepime,1,WaterBlank1,Blank,,,,1.814,,,,,,22719,41219
Cefepime,2,AcnBlank2,Blank,,0.83,0.73,,2.2,,,,bb,22719,41219
Cefepime,3,WaterBlank3,Blank,,0.77,0.416,,1.833,,,,bb,22719,41219
Cefepime,4,Water_ABS_0,Standard,0,,,80033.453,,,,,,22719,41219
Cefepime,5,Water_ABS_140,Standard,0.014,0.96,1.154,93789.563,2.803,0,1.0834,7738.9,bb,22719,41219
Cefepime,6,Water_ABS_410,Standard,0.041,0.81,1.068,100555.258,2.057,0,1.0509,2563.2,bb,22719,41219
Cefepime,7,Water_ABS_1230,Standard,0.123,,,83730.828,,,,,,22719,41219
Cefepime,8,Water_ABS_3700,Standard,0.37,0.75,0.461,125626.602,1.356,0,0.8845,239.1,bb,22719,41219
Cefepime,9,Water_ABS_1000,Standard,1.1,0.87,5.71,109531.508,7.062,0,1.5893,144.5,bb,22719,41219
Cefepime,10,Water_ABS_3000,Standard,3.3,0.89,21.963,68489,78.206,0,3.0878,93.6,bb,22719,41219
Cefepime,11,Water_ABS_10000,Standard,10,0.89,283.595,63191.914,792.486,0.004,10.0149,100.1,bb,22719,41219
Cefepime,12,WaterBlank4,Blank,,0.98,0.271,295.494,0.98,0.001,4.8328,,bb,22719,41219
Cefepime,13,AcnBlank5,Blank,,,,200.195,,,,,,22719,41219
Cefepime,14,WaterBlank6,Blank,,0.73,0.84,17.52,1.229,0.048,31.4781,,bb,22719,41219
Cefepime,15,PooledMucus_solventA_0,Analyte,,1.06,0.273,57147.258,1.112,0,0.9161,,bb,22719,41219
Cefepime,16,PooledMucus_solventA_14,Analyte,,0.79,0.636,51809.441,1.289,0,1.0829,,bb,22719,41219
Cefepime,17,PooledMucus_solventA_123,Analyte,,1.04,0.754,45912.137,2.453,0,1.1557,,bb,22719,41219
Cefepime,18,PooledMucus_solventA_3300,Analyte,,0.85,41.754,35939.434,156.143,0.001,5.3692,,bb,22719,41219
Cefepime,19,PooledMucus_solventA_10000,Analyte,,0.87,82.744,36313.945,211.047,0.002,7.2959,,bb,22719,41219
Cefepime,20,WaterBlank7,Blank,,0.79,0.693,318.79,1.349,0.002,7.1392,,bb,22719,41219
Cefepime,21,AcnBlank8,Blank,,,,141.992,,,,,,22719,41219
Cefepime,22,Waterblank9,Blank,,,,16.554,,,,,,22719,41219
Cefepime,23,PooledMucus_solventB_0,Analyte,,,,67273.039,,,,,,22719,41219
Cefepime,24,PooledMucus_solventB_14,Analyte,,,,72552.203,,,,,,22719,41219
Cefepime,25,PooledMucus_solventB_123,Analyte,,0.77,0.204,57693.641,0.581,0,0.8805,,bb,22719,41219
Cefepime,26,PooledMucus_solventB_3300,Analyte,,0.83,11.279,61397.359,30.624,0,2.4753,,bb,22719,41219
Cefepime,27,PooledMucus_solventB_10000,Analyte,,0.79,61.285,37042.84,59.259,0.002,6.2993,,bb,22719,41219
Cefepime,28,Waterblank10,Blank,,,,111.886,,,,,,22719,41219
Cefepime,29,AcnBlank11,Blank,,,,53.65,,,,,,22719,41219
Cefepime,30,WaterBlank12,Blank,,,,,,,,,,22719,41219
Cefepime,31,PooledMucus_solventC_0,Analyte,,0.73,0.489,52798.707,0.962,0,1.023,,bb,22719,41219
Cefepime,32,PooledMucus_solventC_14,Analyte,,0.96,0.277,61136.465,1.459,0,0.9093,,bb,22719,41219
Cefepime,33,PooledMucus_solventC_123,Analyte,,,,56352.906,,,,,,22719,41219
Cefepime,34,PooledMucus_solventC_3300,Analyte,,0.98,0.714,58661.398,1.425,0,1.081,,bb,22719,41219
Cefepime,35,PooledMucus_solventC_10000,Analyte,,0.75,52.881,47834.305,42.946,0.001,5.2512,,bb,22719,41219
Cefepime,36,WaterBlank13,Blank,,,,104.79,,,,,,22719,41219
Cefepime,37,AcnBlank14,Blank,,0.73,0.175,182.228,0.543,0.001,4.9323,,bb,22719,41219
Cefepime,38,WaterBlank15,Blank,,0.73,2.43,15.456,1.846,0.157,56.5545,,bb,22719,41219
Cefepime,39,Minus80Aliquot,Analyte,,0.89,44.444,14.259,79.016,3.117,249.9069,,bb,22719,41219
Cefepime,40,WaterBlank16,Blank,,1.04,0.473,,2.08,,,,bb,22719,41219
Cefepime,41,AcnBlank17,Blank,,,,54.09,,,,,,22719,41219
Cefepime,42,WaterBlank8,Blank,,1.02,0.567,5.308,1.477,0.107,46.7133,,bb,22719,41219
Ceftazidime,1,WaterBlank1,Blank,,2.22,1.16,1.814,2.617,0.639,90.8814,,bb,22719,41219
Ceftazidime,2,AcnBlank2,Blank,,2.48,0.244,,0.931,,,,bb,22719,41219
Ceftazidime,3,WaterBlank3,Blank,,,,,,,,,,22719,41219
Ceftazidime,4,Water_ABS_0,Standard,0,2.26,0.773,80033.453,2.238,0,0.0124,,bb,22719,41219
Ceftazidime,5,Water_ABS_140,Standard,0.014,2.3,0.673,93789.563,1.598,0,0.0073,52.2,bb,22719,41219
Ceftazidime,6,Water_ABS_410,Standard,0.041,,,100555.258,,,,,,22719,41219
Ceftazidime,7,Water_ABS_1230,Standard,0.123,,,83730.828,,,,,,22719,41219
Ceftazidime,8,Water_ABS_3700,Standard,0.37,2.3,10.413,125626.602,26.362,0,0.1598,43.2,bb,22719,41219
Ceftazidime,9,Water_ABS_1000,Standard,1.1,2.3,79.373,109531.508,132.889,0.001,1.2539,114,bb,22719,41219
Ceftazidime,10,Water_ABS_3000,Standard,3.3,2.3,165.539,68489,314.958,0.002,3.3302,100.9,bb,22719,41219
Ceftazidime,11,Water_ABS_10000,Standard,10,2.3,760.977,63191.914,1777.633,0.012,9.9914,99.9,bb,22719,41219
Ceftazidime,12,WaterBlank4,Blank,,2.4,0.232,295.494,0.892,0.001,1.3439,,bb,22719,41219
Ceftazidime,13,AcnBlank5,Blank,,,,200.195,,,,,,22719,41219
Ceftazidime,14,WaterBlank6,Blank,,2.16,0.603,17.52,1.383,0.034,18.7447,,bb,22719,41219
Ceftazidime,15,PooledMucus_solventA_0,Analyte,,,,57147.258,,,,,,22719,41219
Ceftazidime,16,PooledMucus_solventA_14,Analyte,,,,51809.441,,,,,,22719,41219
Ceftazidime,17,PooledMucus_solventA_123,Analyte,,2.3,2.417,45912.137,2.202,0,0.0997,,bb,22719,41219
Ceftazidime,18,PooledMucus_solventA_3300,Analyte,,2.3,22.199,35939.434,46.893,0.001,1.0902,,bb,22719,41219
Ceftazidime,19,PooledMucus_solventA_10000,Analyte,,2.32,39.131,36313.945,7.776,0.001,1.7569,,bb,22719,41219
Ceftazidime,20,WaterBlank7,Blank,,,,318.79,,,,,,22719,41219
Ceftazidime,21,AcnBlank8,Blank,,2.44,2.584,141.992,2.89,0.018,12.8771,,bb,22719,41219
Ceftazidime,22,Waterblank9,Blank,,2.34,0.353,16.554,0.894,0.021,14.1615,,bb,22719,41219
Ceftazidime,23,PooledMucus_solventB_0,Analyte,,2.44,1.247,67273.039,3.072,0,0.0306,,bb,22719,41219
Ceftazidime,24,PooledMucus_solventB_14,Analyte,,,,72552.203,,,,,,22719,41219
Ceftazidime,25,PooledMucus_solventB_123,Analyte,,2.24,1.011,57693.641,2.872,0,0.0285,,bb,22719,41219
Ceftazidime,26,PooledMucus_solventB_3300,Analyte,,2.24,15.305,61397.359,45.196,0,0.4735,,bb,22719,41219
Ceftazidime,27,PooledMucus_solventB_10000,Analyte,,2.24,114.935,37042.84,260.867,0.003,4.0068,,bb,22719,41219
Ceftazidime,28,Waterblank10,Blank,,,,111.886,,,,,,22719,41219
Ceftazidime,29,AcnBlank11,Blank,,,,53.65,,,,,,22719,41219
Ceftazidime,30,WaterBlank12,Blank,,,,,,,,,,22719,41219
Ceftazidime,31,PooledMucus_solventC_0,Analyte,,2.4,1.084,52798.707,1.647,0,0.0347,,bb,22719,41219
Ceftazidime,32,PooledMucus_solventC_14,Analyte,,2.36,0.194,61136.465,0.689,0,0,,bbI,22719,41219
Ceftazidime,33,PooledMucus_solventC_123,Analyte,,2.2,0.31,56352.906,1.302,0,0.0039,,bb,22719,41219
Ceftazidime,34,PooledMucus_solventC_3300,Analyte,,,,58661.398,,,,,,22719,41219
Ceftazidime,35,PooledMucus_solventC_10000,Analyte,,,,47834.305,,,,,,22719,41219
Ceftazidime,36,WaterBlank13,Blank,,2.34,0.514,104.79,1.463,0.005,5.5431,,bb,22719,41219
Ceftazidime,37,AcnBlank14,Blank,,,,182.228,,,,,,22719,41219
Ceftazidime,38,WaterBlank15,Blank,,2.24,0.701,15.456,1.862,0.045,21.9446,,bb,22719,41219
Ceftazidime,39,Minus80Aliquot,Analyte,,2.28,581.867,14.259,927.265,40.807,749.0125,,bb,22719,41219
Ceftazidime,40,WaterBlank16,Blank,,,,,,,,,,22719,41219
Ceftazidime,41,AcnBlank17,Blank,,2.34,0.524,54.09,1.164,0.01,8.7064,,bb,22719,41219
Ceftazidime,42,WaterBlank8,Blank,,,,5.308,,,,,,22719,41219
Ceftriaxone,1,WaterBlank1,Blank,,,,1.814,,,,,,22719,41219
Ceftriaxone,2,AcnBlank2,Blank,,3.1,0.532,,1.618,,,,bb,22719,41219
Ceftriaxone,3,WaterBlank3,Blank,,,,,,,,,,22719,41219
Ceftriaxone,4,Water_ABS_0,Standard,0,,,80033.453,,,,,,22719,41219
Ceftriaxone,5,Water_ABS_140,Standard,0.014,3.06,0.51,93789.563,2.838,0,0,0,bbI,22719,41219
Ceftriaxone,6,Water_ABS_410,Standard,0.041,3.3,0.909,100555.258,1.323,0,0,0,bbI,22719,41219
Ceftriaxone,7,Water_ABS_1230,Standard,0.123,3.34,7.093,83730.828,19.014,0,0.5673,461.3,bb,22719,41219
Ceftriaxone,8,Water_ABS_3700,Standard,0.37,3.22,10.626,125626.602,24.058,0,0.5667,153.2,bb,22719,41219
Ceftriaxone,9,Water_ABS_1000,Standard,1.1,3.24,40.534,109531.508,166.35,0,1.4426,131.1,bb,22719,41219
Ceftriaxone,10,Water_ABS_3000,Standard,3.3,3.22,93.434,68489,117.668,0.001,2.9612,89.7,bb,22719,41219
Ceftriaxone,11,Water_ABS_10000,Standard,10,3.2,905.222,63191.914,223.481,0.014,10.0302,100.3,bb,22719,41219
Ceftriaxone,12,WaterBlank4,Blank,,3.2,45.619,295.494,26.834,0.154,33.3524,,bb,22719,41219
Ceftriaxone,13,AcnBlank5,Blank,,3.14,12.484,200.195,26.982,0.062,21.1299,,bb,22719,41219
Ceftriaxone,14,WaterBlank6,Blank,,,,17.52,,,,,,22719,41219
Ceftriaxone,15,PooledMucus_solventA_0,Analyte,,3.32,1.353,57147.258,4.41,0,0.1605,,bb,22719,41219
Ceftriaxone,16,PooledMucus_solventA_14,Analyte,,3.3,2.396,51809.441,6.569,0,0.3486,,bb,22719,41219
Ceftriaxone,17,PooledMucus_solventA_123,Analyte,,3.24,0.638,45912.137,2.274,0,0.033,,bb,22719,41219
Ceftriaxone,18,PooledMucus_solventA_3300,Analyte,,3.22,1.048,35939.434,2.693,0,0.2145,,bb,22719,41219
Ceftriaxone,19,PooledMucus_solventA_10000,Analyte,,3.22,81.632,36313.945,22.508,0.002,3.8574,,bb,22719,41219
Ceftriaxone,20,WaterBlank7,Blank,,3.01,0.836,318.79,1.77,0.003,4.182,,bb,22719,41219
Ceftriaxone,21,AcnBlank8,Blank,,,,141.992,,,,,,22719,41219
Ceftriaxone,22,Waterblank9,Blank,,3.1,0.685,16.554,2.485,0.041,17.178,,bb,22719,41219
Ceftriaxone,23,PooledMucus_solventB_0,Analyte,,3.12,0.155,67273.039,1.612,0,0,,bbI,22719,41219
Ceftriaxone,24,PooledMucus_solventB_14,Analyte,,,,72552.203,,,,,,22719,41219
Ceftriaxone,25,PooledMucus_solventB_123,Analyte,,,,57693.641,,,,,,22719,41219
Ceftriaxone,26,PooledMucus_solventB_3300,Analyte,,,,61397.359,,,,,,22719,41219
Ceftriaxone,27,PooledMucus_solventB_10000,Analyte,,3.22,220.647,37042.84,132.883,0.006,6.4006,,bb,22719,41219
Ceftriaxone,28,Waterblank10,Blank,,3.3,0.913,111.886,2.204,0.008,7.524,,bb,22719,41219
Ceftriaxone,29,AcnBlank11,Blank,,3.12,0.359,53.65,1.057,0.007,6.7954,,bb,22719,41219
Ceftriaxone,30,WaterBlank12,Blank,,,,,,,,,,22719,41219
Ceftriaxone,31,PooledMucus_solventC_0,Analyte,,,,52798.707,,,,,,22719,41219
Ceftriaxone,32,PooledMucus_solventC_14,Analyte,,,,61136.465,,,,,,22719,41219
Ceftriaxone,33,PooledMucus_solventC_123,Analyte,,3.28,1.158,56352.906,1.604,0,0.1255,,bb,22719,41219
Ceftriaxone,34,PooledMucus_solventC_3300,Analyte,,3.22,12.74,58661.398,13.128,0,1.0533,,bb,22719,41219
Ceftriaxone,35,PooledMucus_solventC_10000,Analyte,,3.2,200.579,47834.305,110.771,0.004,5.3394,,bb,22719,41219
Ceftriaxone,36,WaterBlank13,Blank,,3.01,1.441,104.79,2.926,0.014,9.8235,,bb,22719,41219
Ceftriaxone,37,AcnBlank14,Blank,,,,182.228,,,,,,22719,41219
Ceftriaxone,38,WaterBlank15,Blank,,,,15.456,,,,,,22719,41219
Ceftriaxone,39,Minus80Aliquot,Analyte,,3.22,769.219,14.259,164.787,53.946,626.7057,,bb,22719,41219
Ceftriaxone,40,WaterBlank16,Blank,,3.24,40.417,,61.276,,,,bb,22719,41219
Ceftriaxone,41,AcnBlank17,Blank,,3.32,6.282,54.09,7.098,0.116,28.9036,,bb,22719,41219
Ceftriaxone,42,WaterBlank8,Blank,,,,5.308,,,,,,22719,41219
Ciprofloxacin,1,WaterBlank1,Blank,,3.06,136.755,1.814,366.984,75.389,274.5444,,bb,22719,41219
Ciprofloxacin,2,AcnBlank2,Blank,,3.12,110.922,,56.66,,,,bb,22719,41219
Ciprofloxacin,3,WaterBlank3,Blank,,3.08,108.985,,60.191,,,,bb,22719,41219
Ciprofloxacin,4,Water_ABS_0,Standard,0,3.06,82.155,80033.453,22.53,0.001,0.0035,,bb,22719,41219
Ciprofloxacin,5,Water_ABS_140,Standard,0.014,2.99,179.88,93789.563,40.854,0.002,0.0068,48.7,bb,22719,41219
Ciprofloxacin,6,Water_ABS_410,Standard,0.041,,,100555.258,,,,,,22719,41219
Ciprofloxacin,7,Water_ABS_1230,Standard,0.123,2.99,3953.058,83730.828,720.43,0.047,0.1731,140.7,bb,22719,41219
Ciprofloxacin,8,Water_ABS_3700,Standard,0.37,2.99,12443.042,125626.602,2901.101,0.099,0.3634,98.2,bb,22719,41219
Ciprofloxacin,9,Water_ABS_1000,Standard,1.1,2.99,26499.334,109531.508,1844.496,0.242,0.8879,80.7,bb,22719,41219
Ciprofloxacin,10,Water_ABS_3000,Standard,3.3,2.99,65838.445,68489,2073.441,0.961,3.5282,106.9,bb,22719,41219
Ciprofloxacin,11,Water_ABS_10000,Standard,10,2.99,171297.844,63191.914,1787.292,2.711,9.9477,99.5,bb,22719,41219
Ciprofloxacin,12,WaterBlank4,Blank,,2.99,273.3,295.494,37.915,0.925,3.3946,,bb,22719,41219
Ciprofloxacin,13,AcnBlank5,Blank,,2.97,251.467,200.195,26,1.256,4.6102,,bb,22719,41219
Ciprofloxacin,14,WaterBlank6,Blank,,2.95,199.098,17.52,17.832,11.364,41.665,,bb,22719,41219
Ciprofloxacin,15,PooledMucus_solventA_0,Analyte,,3.08,67.618,57147.258,10.193,0.001,0.0041,,bb,22719,41219
Ciprofloxacin,16,PooledMucus_solventA_14,Analyte,,2.99,91.022,51809.441,96.048,0.002,0.0062,,bb,22719,41219
Ciprofloxacin,17,PooledMucus_solventA_123,Analyte,,2.99,270.158,45912.137,65.86,0.006,0.0214,,bb,22719,41219
Ciprofloxacin,18,PooledMucus_solventA_3300,Analyte,,2.99,5335.074,35939.434,713.744,0.148,0.5447,,bb,22719,41219
Ciprofloxacin,19,PooledMucus_solventA_10000,Analyte,,2.99,20394.348,36313.945,914.105,0.562,2.0612,,bb,22719,41219
Ciprofloxacin,20,WaterBlank7,Blank,,2.99,268.694,318.79,71.626,0.843,3.0935,,bb,22719,41219
Ciprofloxacin,21,AcnBlank8,Blank,,2.95,227.946,141.992,89.908,1.605,5.8917,,bb,22719,41219
Ciprofloxacin,22,Waterblank9,Blank,,3.06,59.861,16.554,79.51,3.616,13.2688,,bb,22719,41219
Ciprofloxacin,23,PooledMucus_solventB_0,Analyte,,2.97,68.775,67273.039,12.152,0.001,0.0035,,bb,22719,41219
Ciprofloxacin,24,PooledMucus_solventB_14,Analyte,,2.99,119.873,72552.203,91.118,0.002,0.0058,,bb,22719,41219
Ciprofloxacin,25,PooledMucus_solventB_123,Analyte,,2.99,1366.894,57693.641,451.538,0.024,0.0867,,bb,22719,41219
Ciprofloxacin,26,PooledMucus_solventB_3300,Analyte,,2.99,13611.104,61397.359,908.507,0.222,0.8135,,bb,22719,41219
Ciprofloxacin,27,PooledMucus_solventB_10000,Analyte,,2.99,39328.734,37042.84,1391.37,1.062,3.8967,,bb,22719,41219
Ciprofloxacin,28,Waterblank10,Blank,,2.99,125.28,111.886,13.529,1.12,4.1096,,bb,22719,41219
Ciprofloxacin,29,AcnBlank11,Blank,,3.06,131.331,53.65,16.426,2.448,8.9834,,bb,22719,41219
Ciprofloxacin,30,WaterBlank12,Blank,,2.95,24.506,,9.342,,,,bb,22719,41219
Ciprofloxacin,31,PooledMucus_solventC_0,Analyte,,3.04,55.789,52798.707,28.254,0.001,0.0037,,bb,22719,41219
Ciprofloxacin,32,PooledMucus_solventC_14,Analyte,,3.01,159.609,61136.465,36.335,0.003,0.0094,,bb,22719,41219
Ciprofloxacin,33,PooledMucus_solventC_123,Analyte,,2.95,752.891,56352.906,589.662,0.013,0.0488,,bb,22719,41219
Ciprofloxacin,34,PooledMucus_solventC_3300,Analyte,,2.95,14113.504,58661.398,1476.295,0.241,0.8829,,bb,22719,41219
Ciprofloxacin,35,PooledMucus_solventC_10000,Analyte,,2.95,41207.223,47834.305,2634.241,0.861,3.1618,,bb,22719,41219
Ciprofloxacin,36,WaterBlank13,Blank,,2.97,90.315,104.79,28.082,0.862,3.1633,,bb,22719,41219
Ciprofloxacin,37,AcnBlank14,Blank,,2.97,163.766,182.228,6.622,0.899,3.2984,,bb,22719,41219
Ciprofloxacin,38,WaterBlank15,Blank,,3.06,29.686,15.456,18.981,1.921,7.0489,,bb,22719,41219
Ciprofloxacin,39,Minus80Aliquot,Analyte,,2.99,110916.914,14.259,3230.466,7778.73,18539.5354,,bb,22719,41219
Ciprofloxacin,40,WaterBlank16,Blank,,2.99,430.43,,11.959,,,,bb,22719,41219
Ciprofloxacin,41,AcnBlank17,Blank,,2.97,261.604,54.09,38.269,4.836,17.7445,,bb,22719,41219
Ciprofloxacin,42,WaterBlank8,Blank,,2.99,159.664,5.308,21.146,30.08,110.0657,,bb,22719,41219
Colistin,1,,Blank,,,,1.814,,,,,,22719,41219
Colistin,2,,Blank,,,,,,,,,,22719,41219
Colistin,3,,Blank,,,,,,,,,,22719,41219
Colistin,4,,Standard,0,,,80033.453,,,,,,22719,41219
Colistin,5,,Standard,0.014,,,93789.563,,,,,,22719,41219
Colistin,6,,Standard,0.041,,,100555.258,,,,,,22719,41219
Colistin,7,,Standard,0.123,,,83730.828,,,,,,22719,41219
Colistin,8,,Standard,0.37,,,125626.602,,,,,,22719,41219
Colistin,9,,Standard,1.1,,,109531.508,,,,,,22719,41219
Colistin,10,,Standard,3.3,,,68489,,,,,,22719,41219
Colistin,11,,Standard,10,,,63191.914,,,,,,22719,41219
Colistin,12,,Blank,,,,295.494,,,,,,22719,41219
Colistin,13,,Blank,,,,200.195,,,,,,22719,41219
Colistin,14,,Blank,,,,17.52,,,,,,22719,41219
Colistin,15,,Analyte,,,,57147.258,,,,,,22719,41219
Colistin,16,,Analyte,,,,51809.441,,,,,,22719,41219
Colistin,17,,Analyte,,,,45912.137,,,,,,22719,41219
Colistin,18,,Analyte,,,,35939.434,,,,,,22719,41219
Colistin,19,,Analyte,,,,36313.945,,,,,,22719,41219
Colistin,20,,Blank,,,,318.79,,,,,,22719,41219
Colistin,21,,Blank,,,,141.992,,,,,,22719,41219
Colistin,22,,Blank,,,,16.554,,,,,,22719,41219
Colistin,23,,Analyte,,,,67273.039,,,,,,22719,41219
Colistin,24,,Analyte,,,,72552.203,,,,,,22719,41219
Colistin,25,,Analyte,,,,57693.641,,,,,,22719,41219
Colistin,26,,Analyte,,,,61397.359,,,,,,22719,41219
Colistin,27,,Analyte,,,,37042.84,,,,,,22719,41219
Colistin,28,,Blank,,,,111.886,,,,,,22719,41219
Colistin,29,,Blank,,,,53.65,,,,,,22719,41219
Colistin,30,,Blank,,,,,,,,,,22719,41219
Colistin,31,,Analyte,,,,52798.707,,,,,,22719,41219
Colistin,32,,Analyte,,,,61136.465,,,,,,22719,41219
Colistin,33,,Analyte,,,,56352.906,,,,,,22719,41219
Colistin,34,,Analyte,,,,58661.398,,,,,,22719,41219
Colistin,35,,Analyte,,,,47834.305,,,,,,22719,41219
Colistin,36,,Blank,,,,104.79,,,,,,22719,41219
Colistin,37,,Blank,,,,182.228,,,,,,22719,41219
Colistin,38,,Blank,,,,15.456,,,,,,22719,41219
Colistin,39,,Analyte,,,,14.259,,,,,,22719,41219
Colistin,40,,Blank,,,,,,,,,,22719,41219
Colistin,41,,Blank,,,,54.09,,,,,,22719,41219
Colistin,42,,Blank,,,,5.308,,,,,,22719,41219
Levofloxacin,1,WaterBlank1,Blank,,,,1.814,,,,,,22719,41219
